WeekD,Hora,DV,HR,PM25,PP,TMP,VV,YearD,PM25_t
0,20,224,32,10,0.0,21.522,1.099,50,16.0
0,21,198,36,14,0.0,20.184,1.374,50,10.0
0,22,185,39,15,0.0,19.218,1.937,50,14.0
1,23,180,42,21,0.0,18.132,2.015,51,15.0
1,0,181,45,13,0.0,17.142,1.835,51,21.0
1,1,169,49,14,0.0,16.411,1.56,51,13.0
1,2,161,53,12,0.0,16.035,1.364,51,14.0
1,3,139,57,9,0.0,15.809,1.424,51,12.0
1,4,161,64,18,0.0,15.431,1.811,51,9.0
1,5,174,66,19,0.0,15.052,1.692,51,18.0
1,6,178,68,11,0.0,14.516,1.514,51,19.0
1,7,172,71,8,0.0,13.703,1.63,51,11.0
1,8,187,72,23,0.0,13.113,1.329,51,8.0
1,9,178,68,16,0.0,13.762,2.118,51,23.0
1,10,178,60,11,0.0,15.539,1.972,51,16.0
1,11,179,51,6,0.0,17.588,2.443,51,11.0
1,12,186,39,10,0.0,19.752,2.278,51,6.0
1,13,198,32,8,0.0,21.09,2.373,51,10.0
1,14,199,26,4,0.0,22.292,3.457,51,8.0
1,18,209,19,2,0.0,24.012,2.24,51,4.0
1,19,205,21,2,0.0,23.103,2.062,51,2.0
1,20,222,26,5,0.0,21.251,0.923,51,2.0
1,21,233,29,5,0.0,19.951,0.944,51,5.0
1,22,256,33,10,0.0,19.149,0.471,51,5.0
2,23,286,35,6,0.0,18.299,1.042,52,10.0
2,0,120,37,10,0.0,17.872,0.701,52,6.0
2,1,161,39,7,0.0,17.253,0.715,52,10.0
2,2,172,42,7,0.0,15.823,1.76,52,7.0
2,3,159,46,15,0.0,14.657,1.365,52,7.0
2,4,141,48,15,0.0,14.429,1.408,52,15.0
2,5,170,51,21,0.0,14.069,1.003,52,15.0
2,6,184,55,24,0.0,13.331,0.804,52,21.0
2,7,126,57,21,0.0,12.872,0.871,52,24.0
2,8,212,58,22,0.0,12.41,0.565,52,21.0
2,9,274,56,28,0.0,13.445,0.8,52,22.0
2,10,215,52,29,0.0,15.826,0.841,52,28.0
2,11,181,46,24,0.0,18.38,1.152,52,29.0
2,12,200,35,12,0.0,20.456,1.727,52,24.0
2,13,228,30,8,0.0,21.976,2.207,52,12.0
2,14,216,27,2,0.0,23.274,1.905,52,8.0
2,17,224,22,3,0.0,25.246,2.054,52,2.0
2,18,225,23,3,0.0,24.912,1.309,52,3.0
2,19,204,24,1,0.0,24.041,1.105,52,3.0
2,20,183,27,1,0.0,23.198,0.883,52,1.0
2,21,195,29,10,0.0,22.114,0.72,52,1.0
2,22,283,35,34,0.0,22.661,0.597,52,10.0
3,23,291,33,13,0.0,19.574,0.981,53,34.0
3,0,168,35,7,0.0,18.897,0.627,53,13.0
3,1,126,41,30,0.0,20.107,0.837,53,7.0
3,2,89,41,31,0.0,16.825,1.037,53,30.0
3,3,149,44,18,0.0,15.962,0.668,53,31.0
3,4,294,53,15,0.0,13.616,1.116,53,18.0
3,5,302,53,22,0.0,13.623,0.415,53,15.0
3,6,292,56,32,0.0,13.101,0.702,53,22.0
3,7,273,59,30,0.0,12.351,0.699,53,32.0
3,8,195,57,32,0.0,13.056,0.739,53,30.0
3,9,197,51,25,0.0,14.725,0.726,53,32.0
3,10,243,43,40,0.0,17.301,0.82,53,25.0
3,11,188,38,28,0.0,19.782,0.935,53,40.0
3,12,215,33,22,0.0,22.186,1.007,53,28.0
3,13,218,30,15,0.0,23.802,1.627,53,22.0
3,14,236,27,10,0.0,25.376,1.961,53,15.0
3,15,196,24,8,0.0,25.887,2.524,53,10.0
3,16,208,22,7,0.0,26.712,2.277,53,8.0
3,17,227,22,5,0.0,26.391,2.221,53,7.0
3,18,233,23,2,0.0,25.782,1.488,53,5.0
3,19,267,25,4,0.0,24.901,1.703,53,2.0
3,20,282,26,3,0.0,23.4,1.628,53,4.0
3,21,290,30,10,0.0,22.078,1.61,53,3.0
3,22,205,31,9,0.0,21.631,1.147,53,10.0
4,23,94,32,13,0.0,21.069,1.097,54,9.0
4,0,45,33,7,0.0,20.27,1.314,54,13.0
4,1,57,41,1,0.0,19.921,1.198,54,7.0
4,2,220,46,12,0.0,18.572,1.347,54,1.0
4,3,87,57,12,0.0,17.717,1.754,54,12.0
4,4,64,63,14,0.0,17.479,0.961,54,12.0
4,5,240,66,26,0.0,16.876,1.009,54,14.0
4,6,173,72,23,0.0,15.375,2.035,54,26.0
4,7,48,76,25,0.0,14.627,1.932,54,23.0
4,8,88,76,24,0.0,14.387,2.093,54,25.0
4,9,60,73,25,0.0,15.152,2.072,54,24.0
4,10,227,62,28,0.0,17.945,0.737,54,25.0
4,11,217,53,33,0.0,19.975,0.885,54,28.0
4,12,193,43,27,0.0,22.381,0.914,54,33.0
4,13,205,35,28,0.0,23.754,1.448,54,27.0
4,14,211,30,19,0.0,25.3,1.817,54,28.0
4,15,187,28,9,0.0,26.202,2.46,54,19.0
4,16,226,26,18,0.0,26.59,1.994,54,9.0
4,17,253,27,8,0.0,25.792,1.851,54,18.0
4,18,262,26,9,0.0,25.777,1.339,54,8.0
4,19,251,25,6,0.0,25.779,0.636,54,9.0
4,20,246,25,11,0.0,24.29,0.89,54,6.0
4,21,249,26,12,0.0,23.01,0.639,54,11.0
4,22,282,28,16,0.0,21.728,0.976,54,12.0
5,23,285,30,15,0.0,20.739,0.941,55,16.0
5,0,252,31,12,0.0,20.355,1.235,55,15.0
5,1,199,33,6,0.0,19.566,0.725,55,12.0
5,4,117,41,20,0.0,16.669,0.882,55,18.0
5,5,138,43,47,0.0,15.974,0.758,55,20.0
5,6,179,46,29,0.0,15.142,0.711,55,47.0
5,7,251,53,28,0.0,13.493,0.751,55,29.0
5,8,175,53,17,0.0,13.845,0.967,55,28.0
5,9,209,49,11,0.0,15.431,0.591,55,17.0
5,10,185,46,20,0.0,17.33,0.929,55,11.0
5,11,187,40,16,0.0,19.777,1.525,55,20.0
5,12,199,29,12,0.0,22.587,1.678,55,16.0
5,13,204,24,7,0.0,24.361,1.769,55,12.0
5,14,235,21,5,0.0,25.522,2.524,55,7.0
5,15,258,20,5,0.0,26.486,2.943,55,5.0
5,16,249,19,4,0.0,26.73,3.188,55,5.0
5,17,232,19,3,0.0,26.704,2.476,55,4.0
5,18,259,20,5,0.0,25.978,3.221,55,3.0
5,19,269,22,5,0.0,24.399,4.081,55,5.0
5,20,282,27,7,0.0,22.749,3.882,55,5.0
5,21,280,30,5,0.0,21.576,2.498,55,7.0
5,22,236,31,4,0.0,20.972,1.101,55,5.0
6,23,209,32,3,0.0,20.484,0.794,56,4.0
6,0,241,34,5,0.0,19.588,0.54,56,3.0
6,1,276,35,7,0.0,19.13,1.145,56,5.0
6,2,229,37,4,0.0,18.541,0.561,56,7.0
6,3,177,37,6,0.0,18.341,0.528,56,4.0
6,4,263,43,7,0.0,16.777,0.832,56,6.0
6,5,98,44,12,0.0,16.431,0.748,56,7.0
6,6,101,44,11,0.0,15.805,0.754,56,12.0
6,7,168,46,8,0.0,15.5,0.544,56,11.0
6,8,268,50,12,0.0,15.076,0.449,56,8.0
6,9,231,43,11,0.0,17.026,0.583,56,12.0
6,10,198,40,16,0.0,18.1,0.587,56,11.0
6,11,218,36,13,0.0,19.754,0.743,56,16.0
6,12,199,32,10,0.0,21.362,0.946,56,13.0
6,13,161,31,7,0.0,21.755,1.373,56,10.0
6,14,176,29,8,0.0,22.801,1.322,56,7.0
6,15,250,27,5,0.0,24.278,1.687,56,8.0
6,16,239,25,2,0.0,25.065,1.896,56,5.0
6,17,260,23,6,0.0,25.478,3.074,56,2.0
6,18,277,24,3,0.0,24.928,2.951,56,6.0
6,21,288,30,4,0.0,21.581,1.599,56,3.0
6,22,292,31,5,0.0,20.663,1.797,56,4.0
0,23,290,32,2,0.0,19.981,1.068,57,5.0
0,2,231,41,3,0.0,16.966,0.791,57,1.0
0,3,183,42,4,0.0,16.209,0.932,57,3.0
0,4,102,42,8,0.0,15.788,1.103,57,4.0
0,5,131,44,10,0.0,15.108,0.681,57,8.0
0,6,300,52,5,0.0,13.33,0.827,57,10.0
0,7,286,50,8,0.0,13.486,0.668,57,5.0
0,8,151,49,13,0.0,13.821,0.805,57,8.0
0,9,255,49,13,0.0,14.393,0.844,57,13.0
0,10,235,44,21,0.0,16.476,1.253,57,13.0
0,11,121,34,20,0.0,20.45,0.804,57,21.0
0,12,208,28,6,0.0,22.778,0.829,57,20.0
0,13,202,27,5,0.0,24.602,1.573,57,6.0
0,14,199,25,3,0.0,25.876,1.932,57,5.0
0,15,218,23,2,0.0,26.912,2.1,57,3.0
0,16,229,23,5,0.0,26.981,2.041,57,2.0
0,17,200,23,11,0.0,26.856,2.236,57,5.0
0,18,217,24,9,0.0,26.432,1.495,57,11.0
0,19,251,26,20,0.0,25.491,1.18,57,9.0
0,20,257,28,19,0.0,24.38,1.025,57,20.0
0,21,286,31,16,0.0,22.894,1.323,57,19.0
0,22,279,33,18,0.0,21.561,1.495,57,16.0
1,23,254,34,18,0.0,21.104,0.844,58,18.0
1,0,190,35,19,0.0,20.672,1.274,58,18.0
1,1,65,37,8,0.0,19.463,1.112,58,19.0
1,2,245,43,12,0.0,18.213,1.399,58,8.0
1,3,220,54,11,0.0,17.135,1.263,58,12.0
1,4,253,64,18,0.0,16.644,1.035,58,11.0
1,5,223,61,21,0.0,15.78,1.351,58,18.0
1,6,53,71,16,0.0,15.47,1.564,58,21.0
1,7,126,75,22,0.0,15.17,0.996,58,16.0
1,8,245,76,27,0.0,14.844,1.0,58,22.0
1,9,145,72,40,0.0,16.045,1.032,58,27.0
1,10,257,63,36,0.0,18.273,0.827,58,40.0
1,11,197,55,26,0.0,20.203,1.155,58,36.0
1,12,193,48,30,0.0,21.993,1.45,58,26.0
1,13,210,35,23,0.0,24.124,1.263,58,30.0
1,14,174,31,17,0.0,25.513,1.678,58,23.0
1,15,203,28,11,0.0,26.69,2.05,58,17.0
1,16,223,26,15,0.0,27.438,1.95,58,11.0
1,17,204,24,12,0.0,27.597,2.248,58,15.0
1,18,225,24,11,0.0,27.464,1.617,58,12.0
1,19,269,26,15,0.0,26.197,2.619,58,11.0
2,0,276,31,11,0.0,21.642,1.217,59,14.0
2,1,293,33,11,0.0,20.745,1.31,59,11.0
2,2,266,35,9,0.0,19.614,1.137,59,11.0
2,3,266,37,13,0.0,18.84,0.983,59,9.0
2,4,158,41,11,0.0,17.772,1.011,59,13.0
2,5,264,47,17,0.0,16.482,0.816,59,11.0
2,6,254,50,23,0.0,15.755,0.459,59,17.0
2,7,202,51,23,0.0,15.547,0.669,59,23.0
2,8,122,50,19,0.0,15.624,0.784,59,23.0
2,9,88,48,36,0.0,16.735,0.6,59,19.0
2,10,217,43,33,0.0,18.502,0.87,59,36.0
2,11,191,34,32,0.0,21.048,1.252,59,33.0
2,12,201,30,21,0.0,23.434,1.533,59,32.0
2,13,242,28,16,0.0,25.404,2.012,59,21.0
2,14,218,27,13,0.0,26.623,2.174,59,16.0
2,15,202,25,15,0.0,27.253,3.084,59,13.0
2,16,194,23,20,0.0,28.076,2.919,59,15.0
2,17,208,23,17,0.0,28.147,2.35,59,20.0
2,18,203,21,18,0.0,27.773,2.538,59,17.0
2,19,202,22,15,0.0,26.493,2.43,59,18.0
2,20,209,25,15,0.0,24.613,1.87,59,15.0
2,21,250,29,15,0.0,22.682,1.781,59,15.0
2,22,281,33,21,0.0,21.899,2.78,59,15.0
3,23,282,35,11,0.0,20.71,2.415,60,21.0
6,0,115,53,14,0.0,22.636,1.533,182,16.0
6,1,94,60,11,0.0,21.797,0.83,182,14.0
6,2,131,66,8,0.04,19.821,2.802,182,11.0
6,3,230,79,7,0.26,17.112,1.358,182,8.0
6,4,161,81,5,0.0,17.181,2.1,182,7.0
6,5,102,78,9,0.0,17.453,2.021,182,5.0
6,6,199,77,12,0.0,17.51,2.481,182,9.0
6,7,155,76,9,0.0,17.876,0.895,182,12.0
6,8,250,70,10,0.0,18.759,1.71,182,9.0
6,9,97,67,9,0.0,19.671,2.178,182,10.0
6,10,87,65,10,0.0,21.233,1.432,182,9.0
6,11,126,58,25,0.0,22.672,1.571,182,10.0
6,12,161,54,25,0.0,23.815,1.575,182,25.0
6,13,151,48,23,0.0,25.008,2.035,182,25.0
6,14,182,42,12,0.0,26.369,2.208,182,23.0
6,15,161,39,23,0.0,27.226,2.285,182,12.0
6,16,87,39,19,0.0,26.734,1.839,182,23.0
6,17,163,42,12,0.06,26.123,1.569,182,19.0
6,18,267,48,13,0.0,24.986,1.395,182,12.0
6,19,199,41,17,0.02,27.296,0.655,182,13.0
6,20,176,44,11,0.0,25.424,1.052,182,17.0
6,21,142,54,15,0.0,23.652,1.406,182,11.0
6,22,87,52,16,0.0,23.692,0.69,182,15.0
0,23,83,50,14,0.0,22.614,1.145,183,16.0
0,0,130,53,14,0.0,21.88,0.672,183,14.0
0,1,197,53,10,0.0,21.73,1.204,183,14.0
0,2,173,63,16,0.0,20.826,1.434,183,10.0
0,3,117,72,23,0.0,22.495,0.839,183,16.0
0,4,134,66,8,0.0,19.498,0.803,183,23.0
0,5,127,68,17,0.0,18.834,1.286,183,8.0
0,6,221,72,13,0.0,17.22,0.762,183,17.0
0,7,44,72,20,0.0,17.795,1.02,183,13.0
0,8,185,68,24,0.0,18.488,1.356,183,20.0
0,9,113,62,47,0.0,19.877,1.091,183,24.0
0,10,155,56,29,0.0,21.648,1.033,183,47.0
0,11,158,53,40,0.0,22.553,1.201,183,29.0
0,12,152,43,8,0.0,24.35,1.653,183,40.0
0,13,143,38,21,0.0,25.774,1.771,183,8.0
0,14,129,31,6,0.0,27.177,1.718,183,21.0
0,15,121,29,14,0.0,27.783,2.008,183,6.0
0,16,85,24,10,0.0,28.37,2.442,183,14.0
0,17,79,23,7,0.0,29.241,2.287,183,10.0
0,18,67,23,8,0.0,29.152,2.641,183,7.0
0,19,63,26,15,0.0,28.505,2.318,183,8.0
0,20,71,29,18,0.0,27.662,1.782,183,15.0
0,21,89,39,20,0.0,25.462,2.959,183,18.0
0,22,89,46,12,0.0,24.193,3.147,183,20.0
1,23,117,51,15,0.0,23.143,2.099,184,12.0
1,0,164,49,16,0.0,22.772,1.213,184,15.0
1,1,171,56,12,0.0,21.826,0.783,184,16.0
1,2,149,58,15,0.0,21.248,1.196,184,12.0
1,3,88,61,19,0.0,20.439,1.424,184,15.0
1,4,114,64,13,0.0,19.61,0.406,184,19.0
1,5,177,68,18,0.0,18.96,0.592,184,13.0
1,6,137,67,20,0.0,18.509,0.737,184,18.0
1,7,240,71,20,0.0,17.852,1.053,184,20.0
1,8,155,69,20,0.0,18.048,1.617,184,20.0
1,9,127,60,25,0.0,19.733,1.08,184,20.0
1,10,144,59,19,0.0,20.489,1.355,184,25.0
1,11,137,57,19,0.0,21.665,1.312,184,19.0
1,12,162,51,20,0.0,23.003,1.672,184,19.0
1,13,156,44,22,0.0,24.479,1.315,184,20.0
1,14,160,41,18,0.0,25.549,1.48,184,22.0
1,15,247,39,22,0.0,26.217,1.746,184,18.0
1,16,218,35,23,0.0,27.219,1.778,184,22.0
1,17,144,28,18,0.0,27.896,1.614,184,23.0
1,18,87,25,8,0.0,27.774,1.73,184,18.0
1,19,159,28,13,0.0,27.996,1.455,184,8.0
1,20,156,31,13,0.0,27.022,1.269,184,13.0
2,1,198,62,17,0.0,19.58,1.631,185,11.0
2,2,195,67,10,0.0,18.854,1.353,185,17.0
2,3,191,70,9,0.0,18.189,1.391,185,10.0
2,4,190,71,12,0.0,17.77,0.93,185,9.0
2,5,187,70,10,0.0,17.562,0.632,185,12.0
2,6,144,71,6,0.0,17.451,0.782,185,10.0
2,7,115,73,16,0.0,17.074,1.155,185,6.0
2,8,150,69,26,0.0,17.738,1.063,185,16.0
2,9,163,63,25,0.0,19.413,1.267,185,26.0
2,10,159,52,25,0.0,21.753,0.957,185,25.0
2,11,132,41,20,0.0,23.794,0.935,185,25.0
2,12,219,34,19,0.0,25.166,1.089,185,20.0
2,13,171,29,15,0.0,26.461,1.273,185,19.0
2,14,188,28,12,0.0,27.48,1.71,185,15.0
2,15,126,26,14,0.0,28.665,1.891,185,12.0
2,16,103,26,16,0.0,28.656,2.46,185,14.0
2,17,79,26,10,0.0,28.784,2.479,185,16.0
2,18,79,28,14,0.0,28.676,2.436,185,10.0
2,19,104,29,15,0.0,27.233,2.766,185,14.0
2,20,88,30,9,0.0,26.978,1.558,185,15.0
2,21,88,37,13,0.0,25.236,2.492,185,9.0
2,22,95,37,12,0.0,23.97,2.89,185,13.0
3,23,96,35,9,0.0,23.147,2.701,186,12.0
3,0,99,39,18,0.0,22.15,1.571,186,9.0
3,1,69,49,5,0.0,21.091,1.495,186,18.0
3,2,100,57,10,0.0,20.876,1.369,186,5.0
3,3,82,52,25,0.0,20.217,1.625,186,10.0
3,4,123,56,13,0.0,19.579,1.081,186,25.0
3,5,127,57,18,0.0,18.721,1.838,186,13.0
3,6,82,62,12,0.0,17.979,1.926,186,18.0
3,7,123,62,19,0.0,17.804,1.827,186,12.0
3,8,135,65,20,0.0,17.956,2.658,186,19.0
3,9,95,58,19,0.0,19.351,2.122,186,20.0
3,10,116,52,26,0.0,21.249,1.312,186,19.0
3,11,161,43,26,0.0,22.81,1.194,186,26.0
3,12,113,39,24,0.0,24.089,1.434,186,26.0
3,13,112,36,19,0.0,25.068,2.102,186,24.0
3,14,100,33,12,0.0,26.088,2.076,186,19.0
3,15,79,32,12,0.0,26.656,2.635,186,12.0
3,16,84,28,15,0.0,27.694,2.437,186,12.0
3,17,78,25,20,0.0,27.877,2.702,186,15.0
3,18,95,25,21,0.0,27.526,2.864,186,20.0
3,19,66,40,18,0.0,25.208,3.464,186,21.0
3,20,80,36,25,0.0,25.099,2.631,186,18.0
3,21,78,44,20,0.0,23.369,2.915,186,25.0
3,22,76,46,10,0.0,22.068,2.363,186,20.0
4,23,80,52,22,0.0,20.815,2.224,187,10.0
4,0,74,55,20,0.0,19.977,2.001,187,22.0
4,1,86,61,16,0.0,19.009,2.44,187,20.0
4,4,118,67,16,0.0,17.503,2.106,187,11.0
4,5,76,69,10,0.0,17.344,2.33,187,16.0
4,6,44,69,14,0.0,16.904,2.462,187,10.0
4,7,41,68,13,0.0,16.958,2.178,187,14.0
4,8,45,63,13,0.0,17.535,2.935,187,13.0
4,9,54,57,13,0.0,18.915,3.013,187,13.0
4,10,58,54,11,0.0,19.742,2.493,187,13.0
4,11,70,48,14,0.0,21.028,2.22,187,11.0
4,12,82,43,34,0.0,22.362,2.333,187,14.0
4,15,77,33,9,0.0,25.876,2.989,187,10.0
4,16,71,33,9,0.0,26.195,2.428,187,9.0
4,17,73,32,9,0.0,26.534,2.658,187,9.0
4,18,76,32,11,0.0,26.271,2.905,187,9.0
4,19,79,37,11,0.0,24.965,2.957,187,11.0
4,20,84,40,19,0.0,24.075,2.678,187,11.0
4,21,81,45,14,0.0,22.656,2.559,187,19.0
4,22,88,47,11,0.0,21.81,2.321,187,14.0
5,23,125,50,10,0.0,20.963,2.059,188,11.0
5,0,82,54,8,0.0,20.208,1.678,188,10.0
5,1,50,58,8,0.0,19.667,2.172,188,8.0
5,2,62,59,6,0.0,19.191,2.08,188,8.0
5,3,60,59,10,0.0,18.806,1.498,188,6.0
5,4,88,60,9,0.0,18.349,0.933,188,10.0
5,5,79,66,9,0.0,17.454,1.733,188,9.0
5,6,55,69,12,0.0,16.634,1.705,188,9.0
5,7,68,68,10,0.0,16.922,2.071,188,12.0
5,8,65,63,19,0.0,17.966,1.824,188,10.0
5,9,70,61,12,0.0,18.645,2.491,188,19.0
5,10,55,56,16,0.0,20.138,2.515,188,12.0
5,11,63,50,7,0.0,21.304,2.813,188,16.0
5,12,67,45,12,0.0,22.748,2.604,188,7.0
5,13,88,41,10,0.0,24.242,2.39,188,12.0
5,14,76,39,9,0.0,24.783,2.807,188,10.0
5,15,83,34,14,0.0,25.786,2.587,188,9.0
5,16,114,32,27,0.0,26.389,2.102,188,14.0
5,17,90,32,12,0.0,26.645,2.034,188,27.0
5,18,87,30,16,0.0,26.998,1.842,188,12.0
5,19,110,31,19,0.0,26.218,1.958,188,16.0
5,20,93,32,14,0.0,25.977,1.472,188,19.0
5,21,64,40,16,0.0,24.435,2.518,188,14.0
5,22,79,43,18,0.0,23.672,1.697,188,16.0
6,23,93,46,14,0.0,22.657,1.925,189,18.0
6,0,171,49,10,0.0,22.051,1.016,189,14.0
6,1,227,52,9,0.0,21.1,0.937,189,10.0
6,2,132,56,12,0.0,20.055,1.846,189,9.0
6,3,43,65,10,0.0,19.134,2.462,189,12.0
6,4,64,69,11,0.0,18.415,1.444,189,10.0
6,5,202,70,17,0.0,18.185,0.85,189,11.0
6,6,173,72,12,0.0,17.72,1.294,189,17.0
6,7,143,73,16,0.0,17.319,1.827,189,12.0
6,8,90,69,21,0.0,18.287,1.151,189,16.0
6,9,176,68,11,0.0,19.338,1.106,189,21.0
6,10,158,67,11,0.0,19.791,1.486,189,11.0
6,11,145,59,14,0.0,21.326,1.843,189,11.0
6,12,128,56,12,0.0,21.871,1.897,189,14.0
6,13,164,50,14,0.0,22.953,1.498,189,12.0
6,14,190,52,15,0.0,23.587,1.88,189,14.0
6,15,203,49,14,0.0,24.669,1.885,189,15.0
6,16,210,48,18,0.0,24.806,1.498,189,14.0
6,17,228,42,9,0.0,25.442,1.399,189,18.0
6,18,202,39,11,0.0,26.343,1.479,189,9.0
6,19,233,42,11,0.0,25.244,2.491,189,11.0
6,20,228,73,11,2.62,18.584,3.587,189,11.0
6,21,169,83,10,0.3,17.024,2.267,189,11.0
6,22,227,83,7,0.46,16.997,1.561,189,10.0
0,23,270,90,6,0.62,16.044,1.145,190,7.0
0,0,220,90,10,0.56,16.2,0.745,190,6.0
0,1,153,92,9,0.38,16.353,0.925,190,10.0
0,2,79,90,5,0.32,16.342,0.905,190,9.0
0,3,243,91,5,0.1,16.091,0.967,190,5.0
0,4,304,94,6,0.02,16.088,1.253,190,5.0
0,5,212,91,13,0.0,16.449,0.941,190,6.0
0,6,174,88,10,0.04,16.506,0.602,190,13.0
0,7,245,86,9,0.02,16.377,1.097,190,10.0
0,8,162,86,9,0.02,16.524,0.953,190,9.0
0,9,109,83,17,0.0,17.383,1.905,190,9.0
0,10,69,74,15,0.0,19.263,2.038,190,17.0
0,11,73,67,14,0.0,20.668,2.048,190,15.0
1,0,66,66,17,0.0,18.813,1.65,191,14.0
1,1,139,69,21,0.02,18.155,1.14,191,17.0
1,2,184,68,15,0.0,17.987,1.294,191,21.0
1,3,263,73,12,0.0,17.354,1.851,191,15.0
1,6,139,80,14,0.0,15.837,2.172,191,14.0
1,7,60,80,15,0.0,15.781,2.287,191,14.0
1,8,153,78,36,0.0,18.649,1.764,191,15.0
1,9,157,68,17,0.0,18.793,1.698,191,36.0
1,10,89,57,13,0.0,20.634,1.261,191,17.0
1,11,151,52,9,0.0,21.984,1.36,191,13.0
1,12,146,49,5,0.0,22.923,1.286,191,9.0
1,13,216,47,8,0.0,23.659,1.131,191,5.0
1,14,150,44,10,0.0,24.621,0.957,191,8.0
1,15,187,49,21,0.0,24.605,2.554,191,10.0
1,16,138,56,13,0.0,22.96,2.822,191,21.0
1,17,117,59,13,0.26,21.442,3.002,191,13.0
1,18,194,71,10,0.04,19.504,2.389,191,13.0
1,19,102,68,11,0.0,19.591,0.943,191,10.0
1,20,241,69,11,0.0,19.666,0.718,191,11.0
1,21,153,72,16,0.0,19.221,1.105,191,11.0
1,22,108,72,22,0.0,18.994,1.308,191,16.0
2,23,196,72,12,0.0,19.051,0.929,192,22.0
2,0,94,80,12,0.0,17.996,1.421,192,12.0
2,1,41,81,19,0.0,17.43,1.349,192,12.0
2,2,56,70,13,0.0,17.141,1.223,192,19.0
2,3,137,71,17,0.0,16.408,1.435,192,13.0
2,4,183,75,13,0.0,15.635,1.288,192,17.0
2,5,145,78,21,0.0,15.266,1.463,192,13.0
2,6,102,81,18,0.0,14.765,1.867,192,21.0
2,7,157,80,21,0.0,14.724,1.849,192,18.0
2,8,85,75,21,0.0,15.671,3.07,192,21.0
2,9,72,69,15,0.0,17.293,3.105,192,21.0
2,10,52,61,17,0.0,19.075,3.137,192,15.0
2,11,72,53,5,0.0,20.908,2.322,192,17.0
2,12,71,46,9,0.0,22.372,2.136,192,5.0
2,13,105,43,5,0.0,23.454,1.751,192,9.0
2,14,136,42,5,0.0,24.365,1.721,192,5.0
2,15,118,38,11,0.0,25.105,1.577,192,5.0
2,16,126,35,10,0.0,26.104,1.832,192,11.0
2,17,104,33,8,0.0,26.549,1.931,192,10.0
2,18,64,32,8,0.0,26.894,2.36,192,8.0
2,19,85,35,13,0.0,25.687,2.952,192,8.0
2,20,99,42,11,0.0,24.018,1.672,192,13.0
3,23,170,60,5,0.0,20.406,0.739,193,8.0
3,0,87,56,6,0.0,20.68,1.67,193,5.0
3,3,67,67,8,0.0,18.445,1.316,193,9.0
3,4,52,70,11,0.0,17.676,2.036,193,8.0
3,5,47,72,10,0.0,17.178,1.915,193,11.0
3,6,123,73,12,0.0,17.086,1.691,193,10.0
3,7,102,74,17,0.0,16.98,2.437,193,12.0
3,8,108,72,8,0.0,17.604,1.979,193,17.0
4,0,168,74,21,0.0,19.165,0.599,194,14.0
4,1,173,73,20,0.0,18.679,1.165,194,21.0
4,2,125,62,26,0.0,18.028,1.254,194,20.0
4,3,107,63,20,0.0,16.621,2.006,194,26.0
4,4,51,59,24,0.0,16.486,0.926,194,20.0
4,5,82,61,24,0.0,15.867,1.116,194,24.0
4,6,216,66,25,0.0,15.081,1.287,194,24.0
4,7,180,69,27,0.0,15.02,1.457,194,25.0
4,8,68,67,35,0.0,16.129,2.063,194,27.0
4,9,114,63,31,0.0,17.481,3.201,194,35.0
4,10,212,58,28,0.0,19.825,2.35,194,31.0
4,11,163,51,26,0.0,21.532,2.405,194,28.0
4,12,164,45,20,0.0,23.181,1.791,194,26.0
4,13,150,39,14,0.0,24.906,1.433,194,20.0
4,14,115,33,15,0.0,26.092,1.768,194,14.0
4,15,104,28,10,0.0,27.502,1.977,194,15.0
4,16,97,26,5,0.0,28.454,2.73,194,10.0
4,17,106,21,4,0.0,29.321,2.102,194,5.0
4,18,142,24,7,0.0,28.471,2.15,194,4.0
5,0,108,49,7,0.0,21.928,1.796,195,15.0
5,1,68,55,11,0.0,20.751,1.543,195,7.0
5,2,69,57,16,0.0,20.247,1.226,195,11.0
5,3,70,59,11,0.0,19.501,1.058,195,16.0
5,4,162,64,14,0.0,18.667,1.383,195,11.0
5,5,196,70,14,0.0,17.548,1.575,195,14.0
5,6,227,73,14,0.0,16.842,1.561,195,14.0
5,7,163,73,16,0.0,16.754,1.996,195,14.0
5,8,59,69,21,0.0,17.764,2.537,195,16.0
5,9,111,63,16,0.0,19.43,1.964,195,21.0
5,10,211,54,12,0.0,21.616,1.119,195,16.0
5,11,157,50,22,0.0,22.996,1.403,195,12.0
5,12,119,45,16,0.0,24.449,1.335,195,22.0
5,13,135,39,35,0.0,25.781,1.511,195,16.0
5,14,110,36,11,0.0,26.535,1.537,195,35.0
5,15,106,32,13,0.0,27.424,2.108,195,11.0
5,16,127,30,13,0.0,28.526,2.099,195,13.0
5,17,130,28,14,0.0,28.573,2.075,195,13.0
5,18,117,29,11,0.0,28.354,1.867,195,14.0
5,19,67,28,11,0.0,28.219,1.986,195,11.0
5,20,96,34,13,0.0,26.379,3.182,195,11.0
5,21,126,42,9,0.0,23.682,4.46,195,13.0
5,22,224,52,6,0.0,22.296,1.225,195,9.0
6,23,126,52,8,0.0,22.788,2.474,196,6.0
6,0,92,54,10,0.0,22.0,1.774,196,8.0
6,1,76,58,13,0.0,21.26,1.403,196,10.0
6,2,66,59,10,0.0,20.536,1.154,196,13.0
